1,58.60592612621605,
1015,17.77378837713627,
10318,44.326899194276365,
10324,65.83834940480999,
10361,64.99946308554898,
10666,38.93011098754786,
11986,44.62528161052717,
11990,48.32417869727815,
12117,23.890734330724516,
12190,51.136729090072535,
12353,37.596880240955485,
12567,28.743809689563008,
12611,36.0019455763765,
12929,30.052737795116034,
13633,39.523954874086044,
13825,38.417487117865754,
13977,72.11472603207687,
1521,46.78824583325485,
1524,69.0289738882786,
1527,45.17333975808765,
1534,58.154345357480175,
1562,57.25226626165724,
1580,30.133518094998944,
16423,54.37571317832126,
16432,41.53305934132495,
16506,49.36226393384796,
16549,75.2502240593246,
16997,50.28611269674815,
17017,53.875875688658766,
17053,52.877582822064525,
17316,52.59042547759192,
17728,74.34868427492287,
18583,70.65781416906202,
18817,52.04428246646038,
19122,46.24531374286777,
19141,53.707425969589224,
19391,59.15656416330191,
19512,55.78481775631943,
19582,65.41547730598508,
19688,40.61626468406795,
1969,49.57682182062786,
19717,75.08147667600517,
19818,43.090041484335494,
1986,22.71748135012385,
1992,45.10912459396731,
2,58.27082444676863,
20041,42.40947060199148,
2041,60.22818177954286,
20466,37.6354516003439,
20731,32.06521428337034,
20866,46.161694989798434,
20955,47.61039104291464,
2373,67.42426150296416,
2432,60.564749092180676,
2485,41.45332865339198,
2583,25.562289966980106,
2600,35.19217125744633,
2619,45.804505079812564,
2637,74.62233319811787,
2778,78.53317042452001,
3768,12.484882243821403,
3827,36.425638002158244,
3833,26.751717017486364,
3873,29.52229644798913,
4,63.046146517475364,
4537,49.8944742512865,
4580,48.10663572424099,
4785,77.1464425798334,
4808,31.145905152151478,
5,23.270994226941035,
5143,66.78005578710379,
5365,68.72539323551581,
5520,26.484018065243973,
5556,24.747997748910375,
5833,47.94948790277499,
5834,41.016385658688876,
6350,57.959243655460945,
6405,53.76834753871436,
650,75.34329312836532,
6970,41.156118587805075,
6982,45.39049775863883,
7448,40.99071648774881,
7452,33.42200833823917,
7723,36.66211615295323,
7845,42.654320880497835,
8124,55.94662147876217,
8314,44.20749780500169,
8451,41.30333248671018,
8460,56.14766011911379,
8472,38.633174813293486,
8712,67.8360211504729,
8717,39.04530915342359,
8742,61.40622965452013,
8953,44.88200294209056,
9146,9.033833915595167,
9188,102.64570136115329,
9217,29.082381186071956,
9350,51.81679560431061,
9566,30.84069551294123,
9693,59.51726712344811,
9703,86.69232665486896,
